,K,dominant_g,p_template_0,p_template_1,p_template_2,p_template_3,p_template_4,p_template_5
2023-10-24,4,1,0.0,0.9999999999485911,0.0,5.1408898882751185e-11,0.0,0.0
2023-10-25,4,1,0.0,0.9999999999604715,3.944639238239555e-11,8.20928000544764e-14,0.0,0.0
2023-10-26,4,1,0.0,1.0,9.219556710052835e-23,3.100070427641869e-81,0.0,0.0
2023-10-27,5,1,0.0,1.0,0.0,3.1607450778581416e-18,0.0,0.0
2023-10-30,5,1,0.0,0.999999999999178,8.219124434344713e-13,1.73719795163462e-54,0.0,3.2563710547705984e-292
2023-10-31,5,1,0.0,1.0,3.201204266993491e-22,1.991909532060188e-55,0.0,2.274965406330877e-168
2023-11-01,5,1,0.0,0.999999994093403,5.906596901543738e-09,1.3388840724381917e-46,0.0,0.0
2023-11-02,5,1,0.0,0.9999999999986484,0.0,1.351485937020731e-12,0.0,0.0
2023-11-03,6,1,0.0,1.0,0.0,5.381985655391551e-36,0.0,0.0
2023-11-06,6,1,0.0,1.0,3.73796488027621e-130,5.750973941600924e-21,0.0,3.1086576514639677e-35
2023-11-07,6,1,0.0,1.0,1.1263487965778144e-64,1.2428263316966513e-52,0.0,0.0
2023-11-08,6,1,0.0,1.0,0.0,1.0539621241670384e-42,0.0,0.0
2023-11-09,6,1,0.0,0.9999999999997349,2.651742881260453e-13,6.365492641112249e-48,0.0,0.0
2023-11-10,6,1,0.0,0.9999999999999998,1.732906386321613e-16,8.197974446599602e-49,0.0,0.0
2023-11-13,6,1,0.0,0.9999999999577577,0.0,4.2242296900323414e-11,0.0,3.632271657862288e-76
2023-11-14,6,1,0.0,0.9999827289613936,1.727103860641672e-05,5.222861545134e-32,0.0,1.9703061892041362e-119
2023-11-15,6,1,0.0,1.0,0.0,1.0908839631913178e-29,0.0,0.0
2023-11-16,6,1,0.0,1.0,0.0,4.816912299685454e-37,0.0,0.0
2023-11-17,6,1,0.0,1.0,1.651767351159621e-19,2.3677959599767645e-42,0.0,0.0
2023-11-20,6,1,0.0,1.0,2.181600092382322e-25,6.547136567071406e-45,0.0,0.0
2023-11-21,6,1,0.0,0.9999999999658824,3.4117602617156534e-11,2.7430126677312776e-24,0.0,0.0
2023-11-22,6,1,0.0,0.999999999999994,8.267769017499642e-21,5.94530417628263e-15,0.0,0.0
2023-11-24,6,1,0.0,0.9999999999994115,5.883279584576307e-13,2.5459457004999285e-16,0.0,0.0
2023-11-27,6,1,0.0,0.9999999999958747,4.123463326037505e-12,1.7915336854121545e-15,0.0,0.0
2023-11-28,6,1,0.0,1.0,4.443946771069344e-84,5.79983951847326e-19,0.0,0.0
2023-11-29,6,1,0.0,1.0,0.0,3.5997320270996423e-22,0.0,0.0
2023-11-30,6,1,0.0,1.0,0.0,1.144704466666118e-52,0.0,0.0
2023-12-01,6,1,0.0,1.0,2.970170619563454e-21,1.9463477997226117e-20,0.0,0.0
2023-12-04,4,1,0.0,0.9999999996556294,3.4437063653802164e-10,1.1618064563539186e-31,0.0,0.0
2023-12-05,4,1,0.0,0.9999999873498899,1.2419191488303618e-08,2.3091855062610936e-10,0.0,0.0
2023-12-06,4,1,0.0,0.9999999999816999,0.0,1.8300128750102634e-11,0.0,0.0
2023-12-07,4,1,0.0,1.0,0.0,3.632933822399134e-155,0.0,0.0
2023-12-08,4,1,0.0,0.9999999999999301,1.0088426879780399e-16,7.000312493520525e-14,0.0,0.0
2023-12-11,4,1,0.0,1.0,7.068846155596848e-17,1.7004179317632406e-66,0.0,0.0
2023-12-12,4,1,0.0,0.9999999999999999,1.6255570995866678e-16,2.1437701554451654e-56,0.0,0.0
2023-12-13,4,2,0.0,5.821064975749755e-09,0.999999994178935,1.5116097305658523e-34,0.0,0.0
2023-12-14,4,1,0.0,1.0,3.7399605697977675e-17,4.156190290392608e-60,0.0,0.0
2023-12-15,4,1,0.0,1.0,0.0,4.023179154302409e-24,0.0,0.0
2023-12-18,6,1,0.0,1.0,0.0,1.9239472567202099e-31,0.0,0.0
2023-12-19,6,1,0.0,1.0,0.0,1.067340416166687e-24,0.0,0.0
2023-12-20,6,1,0.0,1.0,7.411816045984433e-50,2.068666613959418e-30,0.0,0.0
2023-12-21,6,1,0.0,1.0,0.0,5.146527551281155e-26,0.0,1.635507676326954e-98
2023-12-22,6,1,0.0,0.9999999999871587,3.420838283105064e-21,1.284126648135467e-11,0.0,0.0
2023-12-26,6,1,0.0,1.0,6.34525875150621e-17,2.5929742520207674e-51,0.0,0.0
2023-12-27,6,1,0.0,1.0,1.3738019836582257e-19,2.4029646586507745e-32,0.0,0.0
2023-12-28,6,1,0.0,0.9999999999999998,0.0,3.049634059986577e-16,0.0,0.0
2023-12-29,6,1,0.0,1.0,1.1487830464130092e-59,3.03276631556215e-18,0.0,0.0
2024-01-02,6,1,0.0,1.0,2.434486947445528e-38,3.234538582271431e-36,0.0,1.0888773158117429e-26
2024-01-03,6,1,0.0,1.0,0.0,8.459260695118245e-18,0.0,0.0
2024-01-04,6,1,0.0,1.0,1.6786587809055604e-44,2.5898648285390853e-20,0.0,0.0
2024-01-05,6,1,0.0,1.0,6.933052447019155e-23,5.446991651798617e-34,0.0,0.0
2024-01-08,6,1,0.0,1.0,0.0,6.429661650388198e-36,0.0,3.4793515195084634e-100
2024-01-09,6,1,0.0,0.9999999345852602,6.541473979144671e-08,7.728091599954087e-32,0.0,0.0
2024-01-10,6,1,0.0,1.0,0.0,3.5752376581789646e-23,0.0,0.0
2024-01-11,6,1,0.0,0.9999999999909303,9.06973376539778e-12,1.4671423246165122e-26,0.0,0.0
2024-01-12,6,1,0.0,0.9999999999960609,3.939140487903693e-12,4.706901577469905e-39,0.0,0.0
2024-01-16,6,1,0.0,0.9999999999706363,2.936371603045623e-11,2.142521925479061e-21,0.0,0.0
2024-01-17,6,1,0.0,1.0,2.7075938442199894e-28,1.8804522761947182e-27,0.0,0.0
2024-01-18,6,1,0.0,1.0,5.616317135342345e-227,3.360810462377372e-21,0.0,0.0
2024-01-19,6,1,0.0,0.9999999999994156,0.0,5.843883355076754e-13,0.0,0.0
2024-01-22,6,1,0.0,1.0,0.0,7.050183295908278e-45,0.0,0.0
2024-01-23,6,1,0.0,1.0,0.0,2.9001175429053304e-19,0.0,0.0
2024-01-24,6,1,0.0,1.0,0.0,2.618887393913246e-19,0.0,0.0
2024-01-25,4,1,0.0,0.9999999999951125,3.721053941320019e-51,4.887516706049308e-12,0.0,0.0
2024-01-26,4,1,0.0,1.0,0.0,2.3339131290500136e-62,0.0,0.0
2024-01-29,4,1,0.0,0.9999999999988687,0.0,1.1312953289064151e-12,0.0,0.0
2024-01-30,4,1,0.0,0.999999999868537,1.3146291702271958e-10,8.604254605631036e-206,0.0,0.0
2024-01-31,4,1,0.0,0.9999999999976987,2.285787682576401e-12,1.5614106182291147e-14,0.0,0.0
2024-02-01,5,1,0.0,0.9999999521724569,4.7827543093668986e-08,7.44020738778662e-23,0.0,0.0
2024-02-02,5,1,0.0,0.9999999998150599,0.0,1.8494003426556708e-10,0.0,9.698691104540499e-147
2024-02-05,5,1,0.0,0.9999999999901523,9.847765965287315e-12,7.60663203107839e-21,0.0,0.0
2024-02-06,5,1,0.0,1.0,0.0,9.147050368876863e-31,0.0,0.0
2024-02-07,5,1,0.0,0.9999999999999987,0.0,1.346485485222803e-15,0.0,0.0
2024-02-08,4,1,0.0,0.999999999990048,9.952008752529392e-12,0.0,0.0,0.0
2024-02-09,4,1,0.0,0.9999999999999991,9.323350249048876e-16,2.3751604832177547e-31,0.0,0.0
2024-02-12,4,1,0.0,1.0,3.0831608976214545e-19,2.513197810387882e-92,0.0,0.0
2024-02-13,4,1,0.0,0.9999999018747053,9.812529455621887e-08,6.419613435891833e-18,0.0,0.0
2024-02-14,4,1,0.0,0.9999999999999911,0.0,8.965623680653896e-15,0.0,0.0
2024-02-15,6,1,0.0,0.9999999999999999,0.0,8.203707399978504e-17,0.0,0.0
2024-02-16,6,1,0.0,1.0,0.0,5.1085600676164246e-27,0.0,0.0
2024-02-20,6,1,0.0,1.0,1.712693772316314e-19,2.549939012395559e-19,0.0,0.0
2024-02-21,6,1,0.0,1.0,0.0,2.875988596575049e-28,0.0,0.0
2024-02-22,6,1,0.0,1.0,0.0,4.253596438611612e-20,0.0,0.0
2024-02-23,5,1,0.0,1.0,0.0,4.2126254400554416e-39,0.0,5.112987968067142e-250
2024-02-26,5,1,3.4968498773967935e-256,0.9999629547605374,3.704523946257563e-05,5.391630543033182e-28,0.0,0.0
2024-02-27,5,1,0.0,1.0,1.6663452073987028e-21,5.365003140180378e-34,0.0,0.0
2024-02-28,5,1,0.0,1.0,4.954166332753823e-37,1.3441133052396481e-55,0.0,0.0
2024-02-29,5,1,0.0,0.99999999999967,3.300505457946755e-13,1.6145971387183713e-53,0.0,0.0
2024-03-01,6,1,0.0,1.0,0.0,5.438938132038457e-35,0.0,0.0
2024-03-04,6,1,0.0,1.0,0.0,2.405197863175252e-37,0.0,1.7491248696421535e-126
2024-03-05,6,1,0.0,0.9999996423182418,3.5768175812282463e-07,2.382474431705689e-82,0.0,0.0
2024-03-06,6,1,0.0,0.9999999999691845,1.2296635589609983e-13,3.06924300782218e-11,0.0,0.0
2024-03-07,6,1,0.0,1.0,2.1881585535825734e-21,1.456649910770986e-44,0.0,0.0
2024-03-08,6,1,0.0,0.9999999999832135,1.6786429668999692e-11,3.1916150996291326e-18,0.0,0.0
2024-03-11,6,1,0.0,0.9999999999386568,0.0,6.134304380731618e-11,0.0,2.0540631973636505e-92
2024-03-12,6,1,0.0,1.0,0.0,9.165879646115679e-23,0.0,0.0
2024-03-13,6,1,0.0,1.0,3.23813084517186e-73,1.0097494850420666e-32,0.0,3.173740731815327e-24
2024-03-14,6,1,0.0,0.9999944229522572,5.577047742354191e-06,5.907246537606388e-16,0.0,0.0
2024-03-15,5,1,0.0,0.9999964861083701,3.5138916298670068e-06,3.390516719105907e-24,0.0,0.0
2024-03-18,5,1,6.020342692552499e-156,0.9999999951145061,4.885493932760763e-09,6.2801365474112834e-24,0.0,0.0
2024-03-19,5,1,4.628920282409476e-123,0.9999999969719592,3.0280408570105613e-09,2.0470321904662917e-54,0.0,0.0
2024-03-20,5,1,0.0,1.0,0.0,8.92199252323345e-29,0.0,0.0
2024-03-21,5,1,9.496584558131386e-225,1.0,0.0,9.185962177289109e-18,0.0,0.0
2024-03-22,6,1,0.0,1.0,0.0,1.2989654633880024e-20,0.0,0.0
2024-03-25,6,1,0.0,1.0,0.0,9.730250311125492e-21,0.0,0.0
2024-03-26,6,1,0.0,0.9997420108386967,0.0002579891613033836,1.8541016082860444e-17,0.0,0.0
2024-03-27,6,1,0.0,1.0,9.43707681587222e-19,1.4399531386211862e-67,0.0,0.0
2024-03-28,6,1,0.0,0.999999715383865,2.846161348874542e-07,7.244410494482032e-31,0.0,0.0
2024-04-01,5,1,1.4746819819136812e-282,0.9998296848535753,0.00017031514642465721,1.9555321898723768e-29,0.0,0.0
2024-04-02,5,1,0.0,0.9999999999999999,8.448620852540098e-17,4.4715424680001814e-42,0.0,0.0
2024-04-03,5,1,0.0,1.0,0.0,5.763051068911336e-41,0.0,0.0
2024-04-04,5,1,0.0,1.0,0.0,1.3992934189324757e-45,0.0,0.0
2024-04-05,5,1,0.0,1.0,1.3516266116518384e-18,2.1739371926262677e-31,0.0,0.0
2024-04-08,6,1,0.0,0.999997552971761,2.4470282381688816e-06,8.554824097040856e-16,0.0,0.0
2024-04-09,6,1,0.0,1.0,1.1500650359540877e-58,9.093179712344986e-28,0.0,0.0
2024-04-10,6,1,0.0,1.0,9.542627507896723e-64,2.791478306019326e-31,0.0,0.0
2024-04-11,6,1,0.0,1.0,0.0,2.839763449979626e-20,0.0,0.0
2024-04-12,6,1,0.0,1.0,0.0,6.053448552298343e-23,0.0,0.0
2024-04-15,4,1,0.0,0.9999912072414016,8.79275859843327e-06,4.910918530123449e-35,0.0,0.0
2024-04-16,4,1,0.0,0.9999999998739907,1.1040036690839733e-34,1.260093761290525e-10,0.0,0.0
2024-04-17,4,1,0.0,1.0,3.118749559782961e-30,1.2644638441979307e-24,0.0,0.0
2024-04-18,4,1,0.0,0.9999999999999999,6.671661620048002e-17,0.0,0.0,0.0
2024-04-19,4,1,0.0,1.0,0.0,1.3610524927571743e-35,0.0,0.0
2024-04-22,6,1,0.0,1.0,0.0,1.9879251898959565e-75,0.0,0.0
2024-04-23,6,1,0.0,0.9999462444477278,5.3755552266460864e-05,5.816016902258593e-15,0.0,0.0
2024-04-24,6,1,0.0,1.0,1.0284644713631641e-20,2.7588446067487316e-42,0.0,0.0
2024-04-25,6,1,0.0,1.0,2.8343555663396053e-129,5.481926798536771e-18,0.0,0.0
2024-04-26,6,1,0.0,0.9999999975996564,2.400343629310121e-09,5.495665680857125e-41,0.0,0.0
2024-04-29,6,1,0.0,1.0,0.0,9.276283514943367e-21,0.0,0.0
2024-04-30,6,1,0.0,1.0,0.0,9.254273114192606e-21,0.0,0.0
2024-05-01,6,1,0.0,1.0,0.0,2.4836529185130397e-58,0.0,0.0
2024-05-02,6,1,0.0,0.9999999342033805,6.579650966336109e-08,1.098129356594515e-13,0.0,0.0
2024-05-03,6,1,0.0,0.9999999980851584,1.9148416677032484e-09,1.1360274256976707e-30,0.0,0.0
2024-05-06,6,1,0.0,0.9999987251713307,1.2748286693388517e-06,1.823265149326101e-19,0.0,0.0
2024-05-07,6,1,0.0,0.9999999999957859,4.199991235335243e-12,1.4082663176131775e-14,0.0,0.0
2024-05-08,6,1,0.0,0.9999999998848025,1.5595203885618008e-18,1.1519762303011691e-10,0.0,0.0
2024-05-09,6,1,0.0,1.0,0.0,5.822578928093494e-18,0.0,0.0
2024-05-10,6,1,0.0,1.0,0.0,1.3048664884949828e-25,0.0,0.0
2024-05-13,4,1,0.0,0.9999973748649118,2.62513508821634e-06,3.170819889874593e-47,0.0,0.0
2024-05-14,4,1,0.0,1.0,4.3848626211878835e-35,1.3944988905830732e-29,0.0,0.0
2024-05-15,4,1,0.0,0.9999999512636745,4.810484854910542e-08,6.314769989823461e-10,0.0,0.0
2024-05-16,4,1,0.0,0.9999999862600402,1.3735841868329287e-08,4.117915796552569e-12,0.0,0.0
2024-05-17,4,1,0.0,0.9999999646691526,3.4714775700699636e-08,6.160716644798782e-10,0.0,0.0
2024-05-20,4,1,0.0,0.9999954182049677,4.5817950322313184e-06,9.233053009771813e-55,0.0,0.0
2024-05-21,4,1,0.0,1.0,0.0,1.162810362345264e-30,0.0,0.0
2024-05-22,4,1,0.0,0.9999999633460999,3.65516008617077e-08,1.0229926058168263e-10,0.0,0.0
2024-05-23,4,1,0.0,0.9999999999999531,0.0,4.68278319647128e-14,0.0,0.0
2024-05-24,4,1,0.0,0.9999973757093149,2.624290685031113e-06,5.04967939847478e-57,0.0,0.0
2024-05-28,5,1,0.0,1.0,5.743593442893881e-19,7.084730362429421e-32,0.0,0.0
2024-05-29,5,1,0.0,0.9999999992050419,7.949581591179719e-10,1.9513948854944376e-41,0.0,5.355158039274587e-300
2024-05-30,5,1,0.0,0.9999999999999714,0.0,2.864381084753396e-14,0.0,0.0
2024-05-31,5,1,0.0,0.9999999999867983,1.32016270786192e-11,1.2248174553607146e-40,0.0,5.314812037868939e-114
2024-06-03,5,1,0.0,0.9999999999976581,2.34187114932157e-12,3.816775628730734e-54,0.0,0.0
2024-06-04,4,1,0.0,0.9999820006028189,1.7999397181057678e-05,2.7116688558785406e-61,0.0,0.0
2024-06-05,4,1,0.0,0.9999999990962335,9.037665255170728e-10,1.0799076105785586e-29,0.0,0.0
2024-06-06,4,1,0.0,0.9999999999999678,3.0822144731993504e-23,3.2165507223679204e-14,0.0,0.0
2024-06-07,4,1,0.0,0.999999999999508,0.0,4.920417557298239e-13,0.0,0.0
2024-06-10,4,1,0.0,0.9999999770011684,3.719829826073479e-38,2.2998831693245972e-08,0.0,0.0
2024-06-11,4,1,0.0,0.999999998360205,1.3992265840550557e-09,2.4056835661670356e-10,0.0,0.0
2024-06-12,4,1,0.0,0.9999996137447422,3.8625525781709893e-07,0.0,0.0,0.0
2024-06-13,4,1,0.0,0.9999999987390599,1.1545618333616919e-09,1.063783027468518e-10,0.0,0.0
2024-06-14,4,1,0.0,0.9999999983019736,1.3611270468895731e-09,3.3689925429519237e-10,0.0,0.0
2024-06-17,4,1,0.0,0.9999999978369438,1.9771670860952267e-09,1.85889105552698e-10,0.0,0.0
2024-06-18,5,1,0.0,0.9999999591692297,4.083077023020008e-08,2.0483045483249132e-25,0.0,0.0
2024-06-20,5,1,0.0,0.9999999999997217,2.7834967081204376e-13,6.631574995234541e-38,0.0,1.7163039909625135e-258
2024-06-21,5,1,0.0,0.9999999994778348,5.221651998983947e-10,1.0624750393649986e-34,0.0,0.0
2024-06-24,5,1,0.0,0.9999999573895755,4.261042457397947e-08,4.0398710925899145e-19,0.0,0.0
2024-06-25,5,1,0.0,1.0,0.0,3.6302285934018014e-41,0.0,0.0
